series	series_original	compartment
France_Large Heuqueville NAPC2	France_Large Heuqueville NAPC2	sediment
France_Le Becquet NAPC2	France_Le Becquet NAPC2	sediment
France_Le Parfond NAPC2	France_Le Parfond NAPC2	sediment
France_Le Portel NAPC2	France_Le Portel NAPC2	sediment
France_Le Touquet-Paris-Plage NAPC2	France_Le Touquet-Paris-Plage NAPC2	sediment
France_Les Hemmes d'Oye NAPC2	France_Les Hemmes d'Oye NAPC2	sediment
France_Malo - ouest NAPC2	France_Malo - ouest NAPC2	sediment
France_Baie des Veys - Banc de la Rouelle NAPC2	France_Baie des Veys - Banc de la Rouelle NAPC2	sediment
France_Baie du Mont-St-Michel - Grouin du Sud NAPC2	France_Baie du Mont-St-Michel - Grouin du Sud NAPC2	sediment
France_Chausey nord - Les Carniquets NAPC2	France_Chausey nord - Les Carniquets NAPC2	sediment
France_Estuaire de l'Orne - Pointe du Siège NAPC2	France_Estuaire de l'Orne - Pointe du Siège NAPC2	sediment
France_Mont-St-Michel ouest NAPC2	France_Mont-St-Michel ouest NAPC2	sediment
France_Pointe du Hoc - Large de Gold Beach NAPC2	France_Pointe du Hoc - Large de Gold Beach NAPC2	sediment
France_Villerville 2 NAPC2	France_Villerville 2 NAPC2	sediment
France_Nord Chausey NAPC2	France_Nord Chausey NAPC2	sediment
France_Nord dépôt de dragage NAPC2	France_Nord dépôt de dragage NAPC2	sediment
France_Penly - Biville NAPC2	France_Penly - Biville NAPC2	sediment
United Kingdom_EastChan_ECInterW_se03 NAPC2	United Kingdom_EastChan_ECInterW_se03 NAPC2	sediment
United Kingdom_EastChan_ECInterW_se02 NAPC2	United Kingdom_EastChan_ECInterW_se02 NAPC2	sediment
United Kingdom_WestChan_Plymco_se01 NAPC2	United Kingdom_WestChan_Plymco_se01 NAPC2	sediment
United Kingdom_EastChan_ECInterE_se02 NAPC2	United Kingdom_EastChan_ECInterE_se02 NAPC2	sediment
United Kingdom_TyneTees_TTInter_se04 NAPC2	United Kingdom_TyneTees_TTInter_se04 NAPC2	sediment
United Kingdom_TyneTees_TTOpenSeaS_se01 NAPC2	United Kingdom_TyneTees_TTOpenSeaS_se01 NAPC2	sediment
United Kingdom_TyneTees_TTInter_se05 NAPC2	United Kingdom_TyneTees_TTInter_se05 NAPC2	sediment
United Kingdom_TyneTees_TTOpenSeaS_se02 NAPC2	United Kingdom_TyneTees_TTOpenSeaS_se02 NAPC2	sediment
United Kingdom_EScotland_CarnoustieFifeN_se06 NAPC2	United Kingdom_EScotland_CarnoustieFifeN_se06 NAPC2	sediment
United Kingdom_EShetland_EShOpenSea_se02 NAPC2	United Kingdom_EShetland_EShOpenSea_se02 NAPC2	sediment
United Kingdom_EShetland_EShOpenSea_se03 NAPC2	United Kingdom_EShetland_EShOpenSea_se03 NAPC2	sediment
United Kingdom_EShetland_EShOpenSea_se01 NAPC2	United Kingdom_EShetland_EShOpenSea_se01 NAPC2	sediment
United Kingdom_EShetland_EShOpenSea_se04 NAPC2	United Kingdom_EShetland_EShOpenSea_se04 NAPC2	sediment
United Kingdom_Forties_Forties-OpenSea_se01 NAPC2	United Kingdom_Forties_Forties-OpenSea_se01 NAPC2	sediment
United Kingdom_Forties_Forties-OpenSea_se02 NAPC2	United Kingdom_Forties_Forties-OpenSea_se02 NAPC2	sediment
United Kingdom_Forties_Forties-OpenSea_se04 NAPC2	United Kingdom_Forties_Forties-OpenSea_se04 NAPC2	sediment
United Kingdom_Forties_Forties-OpenSea_se03 NAPC2	United Kingdom_Forties_Forties-OpenSea_se03 NAPC2	sediment
United Kingdom_Cromarty Firth NAPC2	United Kingdom_Cromarty Firth NAPC2	sediment
United Kingdom_East Scotland (St. Andrews) NAPC2	United Kingdom_East Scotland (St. Andrews) NAPC2	sediment
United Kingdom_Firth of Forth (outer) NAPC2	United Kingdom_Firth of Forth (outer) NAPC2	sediment
United Kingdom_Forth Estuary NAPC2	United Kingdom_Forth Estuary NAPC2	sediment
United Kingdom_EScotland_EScOpenSea_se01 NAPC2	United Kingdom_EScotland_EScOpenSea_se01 NAPC2	sediment
United Kingdom_EShetland_EShIntermediate_se01 NAPC2	United Kingdom_EShetland_EShIntermediate_se01 NAPC2	sediment
United Kingdom_Fladen_FlaOpenSea_se04 NAPC2	United Kingdom_Fladen_FlaOpenSea_se04 NAPC2	sediment
United Kingdom_Fladen_FlaOpenSea_se01 NAPC2	United Kingdom_Fladen_FlaOpenSea_se01 NAPC2	sediment
United Kingdom_Fladen_FlaOpenSea_se02 NAPC2	United Kingdom_Fladen_FlaOpenSea_se02 NAPC2	sediment
United Kingdom_Forth_LowerForthEstuary_se02 NAPC2	United Kingdom_Forth_LowerForthEstuary_se02 NAPC2	sediment
United Kingdom_MorayF_MoFIntermediateS_se01 NAPC2	United Kingdom_MorayF_MoFIntermediateS_se01 NAPC2	sediment
United Kingdom_MorayF_MoFOpenSea_se01 NAPC2	United Kingdom_MorayF_MoFOpenSea_se01 NAPC2	sediment
United Kingdom_MorayF_MorayFirthOffshor_se01 NAPC2	United Kingdom_MorayF_MorayFirthOffshor_se01 NAPC2	sediment
United Kingdom_MorayF_WhitenessHead_se01 NAPC2	United Kingdom_MorayF_WhitenessHead_se01 NAPC2	sediment
United Kingdom_Firth of Forth (inner) NAPC2	United Kingdom_Firth of Forth (inner) NAPC2	sediment
United Kingdom_EScotland_EScIntermediate_se01 NAPC2	United Kingdom_EScotland_EScIntermediate_se01 NAPC2	sediment
United Kingdom_TyneTees_TTInter_se02 NAPC2	United Kingdom_TyneTees_TTInter_se02 NAPC2	sediment
United Kingdom_TyneTees_TTInter_se01 NAPC2	United Kingdom_TyneTees_TTInter_se01 NAPC2	sediment
United Kingdom_Anglia_AnOpenSea_se02 NAPC2	United Kingdom_Anglia_AnOpenSea_se02 NAPC2	sediment
United Kingdom_Anglia_AnInter_se01 NAPC2	United Kingdom_Anglia_AnInter_se01 NAPC2	sediment
United Kingdom_Anglia_AnOpenSea_se03 NAPC2	United Kingdom_Anglia_AnOpenSea_se03 NAPC2	sediment
United Kingdom_HumWash_HWInter_se03 NAPC2	United Kingdom_HumWash_HWInter_se03 NAPC2	sediment
United Kingdom_HumWash_HWOpenSeaS_se02 NAPC2	United Kingdom_HumWash_HWOpenSeaS_se02 NAPC2	sediment
United Kingdom_Anglia_AnInter_se02 NAPC2	United Kingdom_Anglia_AnInter_se02 NAPC2	sediment
Germany_WB5 NAPC2	Germany_WB5 NAPC2	sediment
Germany_ENTE2 NAPC2	Germany_ENTE2 NAPC2	sediment
Germany_WB1 NAPC2	Germany_WB1 NAPC2	sediment
Germany_EIDER NAPC2	Germany_EIDER NAPC2	sediment
Germany_ES1 NAPC2	Germany_ES1 NAPC2	sediment
Germany_UE15 NAPC2	Germany_UE15 NAPC2	sediment
Germany_UE67 NAPC2	Germany_UE67 NAPC2	sediment
Germany_BL4 NAPC2	Germany_BL4 NAPC2	sediment
Germany_KS8 NAPC2	Germany_KS8 NAPC2	sediment
Germany_L1 NAPC2	Germany_L1 NAPC2	sediment
Germany_KS11 NAPC2	Germany_KS11 NAPC2	sediment
United Kingdom_Anglia_Essex_se02 NAPC2	United Kingdom_Anglia_Essex_se02 NAPC2	sediment
United Kingdom_HumWash_HWInter_se01 NAPC2	United Kingdom_HumWash_HWInter_se01 NAPC2	sediment
United Kingdom_HumWash_HWOpenSeaNE_se01 NAPC2	United Kingdom_HumWash_HWOpenSeaNE_se01 NAPC2	sediment
United Kingdom_HumWash_HWOpenSeaS_se01 NAPC2	United Kingdom_HumWash_HWOpenSeaS_se01 NAPC2	sediment
United Kingdom_HumWash_Owash_se01 NAPC2	United Kingdom_HumWash_Owash_se01 NAPC2	sediment
United Kingdom_Severn_SeOpenSeaW_se05 NAPC2	United Kingdom_Severn_SeOpenSeaW_se05 NAPC2	sediment
United Kingdom_Severn_SeOpenSeaW_se02 NAPC2	United Kingdom_Severn_SeOpenSeaW_se02 NAPC2	sediment
United Kingdom_Severn_SeOpenSeaW_se04 NAPC2	United Kingdom_Severn_SeOpenSeaW_se04 NAPC2	sediment
United Kingdom_Severn_SeOpenSeaW_se03 NAPC2	United Kingdom_Severn_SeOpenSeaW_se03 NAPC2	sediment
France_Banc de Chatry NAPC2	France_Banc de Chatry NAPC2	sediment
France_Milieu de baie 1 - St Michel NAPC2	France_Milieu de baie 1 - St Michel NAPC2	sediment
United Kingdom_Severn_SeOpenSeaW_se01 NAPC2	United Kingdom_Severn_SeOpenSeaW_se01 NAPC2	sediment
United Kingdom_Hebrides_HebOpenSea_se01 NAPC2	United Kingdom_Hebrides_HebOpenSea_se01 NAPC2	sediment
United Kingdom_Minch Malin (Colonsay) NAPC2	United Kingdom_Minch Malin (Colonsay) NAPC2	sediment
United Kingdom_MinchMalin_SeaOfHebrides_se01 NAPC2	United Kingdom_MinchMalin_SeaOfHebrides_se01 NAPC2	sediment
United Kingdom_MinchMalin_TheMinchNorth_se02 NAPC2	United Kingdom_MinchMalin_TheMinchNorth_se02 NAPC2	sediment
United Kingdom_MinchMalin_TheMinchNorth_se01 NAPC2	United Kingdom_MinchMalin_TheMinchNorth_se01 NAPC2	sediment
United Kingdom_MinchMalin_TheMinchSouth_se01 NAPC2	United Kingdom_MinchMalin_TheMinchSouth_se01 NAPC2	sediment
United Kingdom_CardBay_CBInter_se03 NAPC2	United Kingdom_CardBay_CBInter_se03 NAPC2	sediment
United Kingdom_CardBay_CBInter_se02 NAPC2	United Kingdom_CardBay_CBInter_se02 NAPC2	sediment
United Kingdom_CardBay_CBInter_se04 NAPC2	United Kingdom_CardBay_CBInter_se04 NAPC2	sediment
United Kingdom_CardBay_TremadogB_se01 NAPC2	United Kingdom_CardBay_TremadogB_se01 NAPC2	sediment
United Kingdom_IrishSea_IrSIntermediateE_se07 NAPC2	United Kingdom_IrishSea_IrSIntermediateE_se07 NAPC2	sediment
United Kingdom_IrishSea_IrSIntermediateE_se06 NAPC2	United Kingdom_IrishSea_IrSIntermediateE_se06 NAPC2	sediment
United Kingdom_WestChan_WCInter_se02 CU	United Kingdom_WestChan_WCInter_se02 CU	sediment
United Kingdom_WestChan_WCOpenSea_se03 CU	United Kingdom_WestChan_WCOpenSea_se03 CU	sediment
United Kingdom_WestChan_WCOpenSea_se05 CU	United Kingdom_WestChan_WCOpenSea_se05 CU	sediment
United Kingdom_WestChan_WCOpenSea_se04 CU	United Kingdom_WestChan_WCOpenSea_se04 CU	sediment
France_Saint Jouin - Château d'eau large CU	France_Saint Jouin - Château d'eau large CU	sediment
France_Saint Jouin - Le Grand Hameau CU	France_Saint Jouin - Le Grand Hameau CU	sediment
France_Avant-port Est (Dunkerque) CU	France_Avant-port Est (Dunkerque) CU	sediment
France_Chenal RoRo (Boulogne) CU	France_Chenal RoRo (Boulogne) CU	sediment
France_Dunkerque 25 CU	France_Dunkerque 25 CU	sediment
France_Le Hôme-Merville ouest CU	France_Le Hôme-Merville ouest CU	sediment
France_Havre de la Vanlée CU	France_Havre de la Vanlée CU	sediment
United Kingdom_WestChan_WCOpenSea_se06 CU	United Kingdom_WestChan_WCOpenSea_se06 CU	sediment
France_Dunkerque 29 CU	France_Dunkerque 29 CU	sediment
United Kingdom_EastChan_ECInterE_se03 CU	United Kingdom_EastChan_ECInterE_se03 CU	sediment
United Kingdom_WestChan_WCInter_se03 CU	United Kingdom_WestChan_WCInter_se03 CU	sediment
France_Seine - Estuaire 8 CU	France_Seine - Estuaire 8 CU	sediment
France_Seine 16 CU	France_Seine 16 CU	sediment
France_Le Parfond CU	France_Le Parfond CU	sediment
France_Les Hemmes d'Oye CU	France_Les Hemmes d'Oye CU	sediment
France_Malo - ouest CU	France_Malo - ouest CU	sediment
France_Baie des Veys - Banc de la Rouelle CU	France_Baie des Veys - Banc de la Rouelle CU	sediment
France_Basse Jourdan CU	France_Basse Jourdan CU	sediment
France_Est Cotentin - Lestre CU	France_Est Cotentin - Lestre CU	sediment
France_Est Cotentin - Quinéville CU	France_Est Cotentin - Quinéville CU	sediment
France_Baie du Mont-St-Michel - Grouin du Sud CU	France_Baie du Mont-St-Michel - Grouin du Sud CU	sediment
France_Chausey nord - Les Carniquets CU	France_Chausey nord - Les Carniquets CU	sediment
France_Baie des Veys 9 CU	France_Baie des Veys 9 CU	sediment
France_Est Cotentin - Crasville CU	France_Est Cotentin - Crasville CU	sediment
France_Est Cotentin - St Marcouf CU	France_Est Cotentin - St Marcouf CU	sediment
France_Fort Central CU	France_Fort Central CU	sediment
France_Havre de Saint Germain CU	France_Havre de Saint Germain CU	sediment
France_Nord Chausey CU	France_Nord Chausey CU	sediment
United Kingdom_EastChan_ECInterW_se03 CU	United Kingdom_EastChan_ECInterW_se03 CU	sediment
France_Saint Jouin - Château d'eau CU	France_Saint Jouin - Château d'eau CU	sediment
France_Seine - Cauville CU	France_Seine - Cauville CU	sediment
France_Seine - Estuaire 1 CU	France_Seine - Estuaire 1 CU	sediment
France_Seine - Estuaire 11 CU	France_Seine - Estuaire 11 CU	sediment
France_Seine - Estuaire 6 CU	France_Seine - Estuaire 6 CU	sediment
France_Seine - Estuaire 7 CU	France_Seine - Estuaire 7 CU	sediment
France_Seine - Nord des Vaches Noires CU	France_Seine - Nord des Vaches Noires CU	sediment
France_Seine - Octeville CU	France_Seine - Octeville CU	sediment
France_Banc du dépôt des dragages CU	France_Banc du dépôt des dragages CU	sediment
France_Bouée Carosse CU	France_Bouée Carosse CU	sediment
France_Bricquemare CU	France_Bricquemare CU	sediment
France_Dives - Houlgate CU	France_Dives - Houlgate CU	sediment
France_Dives 3 CU	France_Dives 3 CU	sediment
France_Est Cotentin - Ravenoville CU	France_Est Cotentin - Ravenoville CU	sediment
France_Fort de l'Ouest CU	France_Fort de l'Ouest CU	sediment
France_Grand Placard sud CU	France_Grand Placard sud CU	sediment
France_Grandcamp sud CU	France_Grandcamp sud CU	sediment
France_Havre de Régneville CU	France_Havre de Régneville CU	sediment
France_Intersect. Cabourg - Antifer CU	France_Intersect. Cabourg - Antifer CU	sediment
France_Large Dives 1 CU	France_Large Dives 1 CU	sediment
France_Large Heuqueville CU	France_Large Heuqueville CU	sediment
France_Le Becquet CU	France_Le Becquet CU	sediment
France_Le Hôme-Merville nord CU	France_Le Hôme-Merville nord CU	sediment
France_Mont-St-Michel ouest CU	France_Mont-St-Michel ouest CU	sediment
France_Villers sur Mer - Côte Fleurie CU	France_Villers sur Mer - Côte Fleurie CU	sediment
France_Nord dépôt de dragage CU	France_Nord dépôt de dragage CU	sediment
United Kingdom_EastChan_ECInterE_se02 CU	United Kingdom_EastChan_ECInterE_se02 CU	sediment
United Kingdom_EastChan_ECInterW_se02 CU	United Kingdom_EastChan_ECInterW_se02 CU	sediment
United Kingdom_WestChan_Plymco_se01 CU	United Kingdom_WestChan_Plymco_se01 CU	sediment
United Kingdom_TyneTees_TTInter_se04 CU	United Kingdom_TyneTees_TTInter_se04 CU	sediment
United Kingdom_TyneTees_TTOpenSeaS_se01 CU	United Kingdom_TyneTees_TTOpenSeaS_se01 CU	sediment
United Kingdom_TyneTees_TTInter_se05 CU	United Kingdom_TyneTees_TTInter_se05 CU	sediment
United Kingdom_TyneTees_TTOpenSeaS_se02 CU	United Kingdom_TyneTees_TTOpenSeaS_se02 CU	sediment
United Kingdom_EScotland_CarnoustieFifeN_se06 CU	United Kingdom_EScotland_CarnoustieFifeN_se06 CU	sediment
United Kingdom_EShetland_EShOpenSea_se02 CU	United Kingdom_EShetland_EShOpenSea_se02 CU	sediment
United Kingdom_EShetland_EShOpenSea_se03 CU	United Kingdom_EShetland_EShOpenSea_se03 CU	sediment
United Kingdom_EShetland_EShOpenSea_se01 CU	United Kingdom_EShetland_EShOpenSea_se01 CU	sediment
United Kingdom_EShetland_EShOpenSea_se04 CU	United Kingdom_EShetland_EShOpenSea_se04 CU	sediment
United Kingdom_Fladen_FlaOpenSea_se04 CU	United Kingdom_Fladen_FlaOpenSea_se04 CU	sediment
United Kingdom_Fladen_FlaOpenSea_se03 CU	United Kingdom_Fladen_FlaOpenSea_se03 CU	sediment
United Kingdom_Fladen_FlaOpenSea_se01 CU	United Kingdom_Fladen_FlaOpenSea_se01 CU	sediment
United Kingdom_Fladen_FlaOpenSea_se02 CU	United Kingdom_Fladen_FlaOpenSea_se02 CU	sediment
United Kingdom_Forties_Forties-OpenSea_se01 CU	United Kingdom_Forties_Forties-OpenSea_se01 CU	sediment
United Kingdom_Forties_Forties-OpenSea_se02 CU	United Kingdom_Forties_Forties-OpenSea_se02 CU	sediment
United Kingdom_Forties_Forties-OpenSea_se04 CU	United Kingdom_Forties_Forties-OpenSea_se04 CU	sediment
United Kingdom_Forties_Forties-OpenSea_se03 CU	United Kingdom_Forties_Forties-OpenSea_se03 CU	sediment
United Kingdom_Firth of Forth (outer) CU	United Kingdom_Firth of Forth (outer) CU	sediment
United Kingdom_Forth_LowerForthEstuary_se02 CU	United Kingdom_Forth_LowerForthEstuary_se02 CU	sediment
United Kingdom_East Scotland (St. Andrews) CU	United Kingdom_East Scotland (St. Andrews) CU	sediment
United Kingdom_Firth of Forth (inner) CU	United Kingdom_Firth of Forth (inner) CU	sediment
United Kingdom_Cromarty Firth CU	United Kingdom_Cromarty Firth CU	sediment
United Kingdom_EShetland_EShIntermediate_se01 CU	United Kingdom_EShetland_EShIntermediate_se01 CU	sediment
United Kingdom_MorayF_MoFIntermediateS_se01 CU	United Kingdom_MorayF_MoFIntermediateS_se01 CU	sediment
United Kingdom_MorayF_MorayFirthOffshor_se01 CU	United Kingdom_MorayF_MorayFirthOffshor_se01 CU	sediment
United Kingdom_TyneTees_TTInter_se02 CU	United Kingdom_TyneTees_TTInter_se02 CU	sediment
United Kingdom_TyneTees_TTInter_se01 CU	United Kingdom_TyneTees_TTInter_se01 CU	sediment
United Kingdom_Forth Estuary CU	United Kingdom_Forth Estuary CU	sediment
United Kingdom_EScotland_EScOpenSea_se01 CU	United Kingdom_EScotland_EScOpenSea_se01 CU	sediment
United Kingdom_MorayF_WhitenessHead_se01 CU	United Kingdom_MorayF_WhitenessHead_se01 CU	sediment
United Kingdom_EScotland_EScIntermediate_se01 CU	United Kingdom_EScotland_EScIntermediate_se01 CU	sediment
Denmark_ROS 10006 CU	Denmark_ROS 10006 CU	sediment
Denmark_VSJ10003 CU	Denmark_VSJ10003 CU	sediment
Denmark_RKB-RFMS1 CU	Denmark_RKB-RFMS1 CU	sediment
United Kingdom_Anglia_AnInter_se01 CU	United Kingdom_Anglia_AnInter_se01 CU	sediment
United Kingdom_HumWash_HWInter_se03 CU	United Kingdom_HumWash_HWInter_se03 CU	sediment
United Kingdom_HumWash_HWOpenSeaS_se02 CU	United Kingdom_HumWash_HWOpenSeaS_se02 CU	sediment
Germany_UFSDB CU	Germany_UFSDB CU	sediment
Germany_Ti19 CU	Germany_Ti19 CU	sediment
United Kingdom_Anglia_AnOpenSea_se03 CU	United Kingdom_Anglia_AnOpenSea_se03 CU	sediment
United Kingdom_Anglia_AnInter_se02 CU	United Kingdom_Anglia_AnInter_se02 CU	sediment
Germany_DTEND CU	Germany_DTEND CU	sediment
Germany_UE26 CU	Germany_UE26 CU	sediment
Belgium_330_a CU	Belgium_330_a CU	sediment
United Kingdom_Anglia_Essex_se02 CU	United Kingdom_Anglia_Essex_se02 CU	sediment
Belgium_W06 CU	Belgium_W06 CU	sediment
Belgium_W08 CU	Belgium_W08 CU	sediment
The Netherlands_Dutch Coast Walcheren CU	The Netherlands_Dutch Coast Walcheren CU	sediment
The Netherlands_Eastern Scheldt West CU	The Netherlands_Eastern Scheldt West CU	sediment
The Netherlands_Ems-Dollard In CU	The Netherlands_Ems-Dollard In CU	sediment
The Netherlands_Ems-Dollard Out CU	The Netherlands_Ems-Dollard Out CU	sediment
The Netherlands_North Coast WaddenSea CU	The Netherlands_North Coast WaddenSea CU	sediment
The Netherlands_Northwest of Texel CU	The Netherlands_Northwest of Texel CU	sediment
The Netherlands_Oystergrounds CU	The Netherlands_Oystergrounds CU	sediment
The Netherlands_Wadden Sea Schiermonnikoog CU	The Netherlands_Wadden Sea Schiermonnikoog CU	sediment
The Netherlands_West of Walcheren CU	The Netherlands_West of Walcheren CU	sediment
Belgium_MOW1 CU	Belgium_MOW1 CU	sediment
Belgium_120 CU	Belgium_120 CU	sediment
Germany_Nordenham Fahrwasser CU	Germany_Nordenham Fahrwasser CU	sediment
Germany_ENTE2 CU	Germany_ENTE2 CU	sediment
Germany_ENTE1 CU	Germany_ENTE1 CU	sediment
Germany_STG16 CU	Germany_STG16 CU	sediment
Germany_Wilhelmshaven Vorhafen CU	Germany_Wilhelmshaven Vorhafen CU	sediment
Germany_KS8 CU	Germany_KS8 CU	sediment
Germany_L1 CU	Germany_L1 CU	sediment
The Netherlands_Eastern Scheldt East CU	The Netherlands_Eastern Scheldt East CU	sediment
The Netherlands_West of Noordwijk CU	The Netherlands_West of Noordwijk CU	sediment
The Netherlands_Western Scheldt West CU	The Netherlands_Western Scheldt West CU	sediment
Belgium_140 CU	Belgium_140 CU	sediment
Germany_UE28 CU	Germany_UE28 CU	sediment
Germany_URST1 CU	Germany_URST1 CU	sediment
Germany_Ti17 CU	Germany_Ti17 CU	sediment
United Kingdom_HumWash_HWInter_se01 CU	United Kingdom_HumWash_HWInter_se01 CU	sediment
United Kingdom_Anglia_AnOpenSea_se02 CU	United Kingdom_Anglia_AnOpenSea_se02 CU	sediment
The Netherlands_Dutch Coast Noordwijk CU	The Netherlands_Dutch Coast Noordwijk CU	sediment
The Netherlands_Eastern Scheldt Mid CU	The Netherlands_Eastern Scheldt Mid CU	sediment
The Netherlands_Western Scheldt East CU	The Netherlands_Western Scheldt East CU	sediment
United Kingdom_HumWash_HWOpenSeaNE_se01 CU	United Kingdom_HumWash_HWOpenSeaNE_se01 CU	sediment
United Kingdom_HumWash_HWOpenSeaS_se01 CU	United Kingdom_HumWash_HWOpenSeaS_se01 CU	sediment
United Kingdom_HumWash_Owash_se01 CU	United Kingdom_HumWash_Owash_se01 CU	sediment
The Netherlands_Western Scheldt Mid CU	The Netherlands_Western Scheldt Mid CU	sediment
Germany_WB5 CU	Germany_WB5 CU	sediment
Germany_Bremerhaven Nordschleuse CU	Germany_Bremerhaven Nordschleuse CU	sediment
Germany_WB1 CU	Germany_WB1 CU	sediment
Germany_EIDER CU	Germany_EIDER CU	sediment
Germany_Terborg Pegel CU	Germany_Terborg Pegel CU	sediment
Germany_L2 CU	Germany_L2 CU	sediment
Germany_ES1 CU	Germany_ES1 CU	sediment
Germany_UE15 CU	Germany_UE15 CU	sediment
Germany_UE20 CU	Germany_UE20 CU	sediment
Germany_UE67 CU	Germany_UE67 CU	sediment
Germany_BL4 CU	Germany_BL4 CU	sediment
Germany_Cuxhaven Kugelbake CU	Germany_Cuxhaven Kugelbake CU	sediment
Germany_KS11 CU	Germany_KS11 CU	sediment
Germany_Knock Pegel CU	Germany_Knock Pegel CU	sediment
Belgium_W02 CU	Belgium_W02 CU	sediment
Belgium_W03 CU	Belgium_W03 CU	sediment
Belgium_W04 CU	Belgium_W04 CU	sediment
The Netherlands_Dutch Coast Egmond CU	The Netherlands_Dutch Coast Egmond CU	sediment
The Netherlands_Dutch Coast Hoek v Holland CU	The Netherlands_Dutch Coast Hoek v Holland CU	sediment
Germany_Brunsbüttel Vorhafen Neu CU	Germany_Brunsbüttel Vorhafen Neu CU	sediment
Germany_HELGO CU	Germany_HELGO CU	sediment
Belgium_W05 CU	Belgium_W05 CU	sediment
Germany_Bremen Insel CU	Germany_Bremen Insel CU	sediment
Germany_Farge Fahrwasser rechts CU	Germany_Farge Fahrwasser rechts CU	sediment
Germany_UE18 CU	Germany_UE18 CU	sediment
Germany_Bützfleth Industrieanleger CU	Germany_Bützfleth Industrieanleger CU	sediment
Belgium_W07 CU	Belgium_W07 CU	sediment
The Netherlands_Wadden Sea Terschelling CU	The Netherlands_Wadden Sea Terschelling CU	sediment
The Netherlands_Wadden Sea Texel CU	The Netherlands_Wadden Sea Texel CU	sediment
France_Anse de Bréhec - centre CU	France_Anse de Bréhec - centre CU	sediment
France_Anse de l'Auberlac'h CU	France_Anse de l'Auberlac'h CU	sediment
France_Barre de flot 2 CU	France_Barre de flot 2 CU	sediment
France_Ile Longue 2 CU	France_Ile Longue 2 CU	sediment
France_la Pierre Profonde suroit CU	France_la Pierre Profonde suroit CU	sediment
